,sales,date,region
3794,1611,9/11/2020,east
3795,1656,9/11/2020,west
3796,1602,9/12/2020,north
3797,1686,9/12/2020,south
3798,1599,9/12/2020,east
3799,1800,9/12/2020,west
3800,1503,9/13/2020,north
3801,1554,9/13/2020,south
3802,1554,9/13/2020,east
3803,1575,9/13/2020,west
3804,1647,9/14/2020,north
3805,1776,9/14/2020,south
3806,1788,9/14/2020,east
3807,1791,9/14/2020,west
3808,1542,9/15/2020,north
3809,1782,9/15/2020,south
3810,1620,9/15/2020,east
3811,1641,9/15/2020,west
3812,1590,9/16/2020,north
3813,1734,9/16/2020,south
3814,1710,9/16/2020,east
3815,1641,9/16/2020,west
3816,1611,9/17/2020,north
3817,1581,9/17/2020,south
3818,1596,9/17/2020,east
3819,1539,9/17/2020,west
3820,1764,9/18/2020,north
3821,1584,9/18/2020,south
3822,1701,9/18/2020,east
3823,1518,9/18/2020,west
3824,1692,9/19/2020,north
3825,1743,9/19/2020,south
3826,1737,9/19/2020,east
3827,1590,9/19/2020,west
3828,1623,9/20/2020,north
3829,1521,9/20/2020,south
3830,1590,9/20/2020,east
3831,1677,9/20/2020,west
3832,1776,9/21/2020,north
3833,1629,9/21/2020,south
3834,1776,9/21/2020,east
3835,1728,9/21/2020,west
3836,1776,9/22/2020,north
3837,1629,9/22/2020,south
3838,1539,9/22/2020,east
3839,1563,9/22/2020,west
3840,1506,9/23/2020,north
3841,1698,9/23/2020,south
3842,1734,9/23/2020,east
3843,1557,9/23/2020,west
3844,1527,9/24/2020,north
3845,1761,9/24/2020,south
3846,1560,9/24/2020,east
3847,1650,9/24/2020,west
3848,1533,9/25/2020,north
3849,1602,9/25/2020,south
3850,1743,9/25/2020,east
3851,1617,9/25/2020,west
3852,1536,9/26/2020,north
3853,1773,9/26/2020,south
3854,1521,9/26/2020,east
3855,1542,9/26/2020,west
3856,1737,9/27/2020,north
3857,1509,9/27/2020,south
3858,1626,9/27/2020,east
3859,1584,9/27/2020,west
3860,1671,9/28/2020,north
3861,1680,9/28/2020,south
3862,1599,9/28/2020,east
3863,1776,9/28/2020,west
3864,1674,9/29/2020,north
3865,1728,9/29/2020,south
3866,1551,9/29/2020,east
3867,1641,9/29/2020,west
3868,1614,9/30/2020,north
3869,1773,9/30/2020,south
3870,1509,9/30/2020,east
3871,1740,9/30/2020,west
3872,1614,10/1/2020,north
3873,1599,10/1/2020,south
3874,1785,10/1/2020,east
3875,1506,10/1/2020,west
3876,1689,10/2/2020,north
3877,1659,10/2/2020,south
3878,1785,10/2/2020,east
3879,1701,10/2/2020,west
3880,1515,10/3/2020,north
3881,1545,10/3/2020,south
3882,1599,10/3/2020,east
3883,1512,10/3/2020,west
3884,1524,10/4/2020,north
3885,1779,10/4/2020,south
3886,1500,10/4/2020,east
3887,1755,10/4/2020,west
3888,1773,10/5/2020,north
3889,1743,10/5/2020,south
3890,1662,10/5/2020,east
3891,1596,10/5/2020,west
3892,1788,10/6/2020,north
3893,1503,10/6/2020,south
3894,1779,10/6/2020,east
3895,1563,10/6/2020,west
3896,1554,10/7/2020,north
3897,1734,10/7/2020,south
3898,1629,10/7/2020,east
3899,1608,10/7/2020,west
3900,1794,10/8/2020,north
3901,1674,10/8/2020,south
3902,1662,10/8/2020,east
3903,1788,10/8/2020,west
3904,1536,10/9/2020,north
3905,1521,10/9/2020,south
3906,1656,10/9/2020,east
3907,1551,10/9/2020,west
3908,1593,10/10/2020,north
3909,1590,10/10/2020,south
3910,1671,10/10/2020,east
3911,1707,10/10/2020,west
3912,1569,10/11/2020,north
3913,1773,10/11/2020,south
3914,1674,10/11/2020,east
3915,1536,10/11/2020,west
3916,1677,10/12/2020,north
3917,1605,10/12/2020,south
3918,1653,10/12/2020,east
3919,1749,10/12/2020,west
3920,1578,10/13/2020,north
3921,1638,10/13/2020,south
3922,1515,10/13/2020,east
3923,1683,10/13/2020,west
3924,1680,10/14/2020,north
3925,1755,10/14/2020,south
3926,1584,10/14/2020,east
3927,1590,10/14/2020,west
3928,1518,10/15/2020,north
3929,1701,10/15/2020,south
3930,1716,10/15/2020,east
3931,1563,10/15/2020,west
3932,1638,10/16/2020,north
3933,1689,10/16/2020,south
3934,1515,10/16/2020,east
3935,1632,10/16/2020,west
3936,1509,10/17/2020,north
3937,1791,10/17/2020,south
3938,1509,10/17/2020,east
3939,1776,10/17/2020,west
3940,1524,10/18/2020,north
3941,1716,10/18/2020,south
3942,1578,10/18/2020,east
3943,1713,10/18/2020,west
3944,1656,10/19/2020,north
3945,1725,10/19/2020,south
3946,1554,10/19/2020,east
3947,1524,10/19/2020,west
3948,1569,10/20/2020,north
3949,1758,10/20/2020,south
3950,1758,10/20/2020,east
3951,1614,10/20/2020,west
3952,1740,10/21/2020,north
3953,1521,10/21/2020,south
3954,1722,10/21/2020,east
3955,1605,10/21/2020,west
3956,1749,10/22/2020,north
3957,1638,10/22/2020,south
3958,1710,10/22/2020,east
3959,1668,10/22/2020,west
3960,1635,10/23/2020,north
3961,1533,10/23/2020,south
3962,1635,10/23/2020,east
3963,1575,10/23/2020,west
3964,1737,10/24/2020,north
3965,1593,10/24/2020,south
3966,1707,10/24/2020,east
3967,1536,10/24/2020,west
3968,1689,10/25/2020,north
3969,1680,10/25/2020,south
3970,1605,10/25/2020,east
3971,1617,10/25/2020,west
3972,1746,10/26/2020,north
3973,1518,10/26/2020,south
3974,1656,10/26/2020,east
3975,1542,10/26/2020,west
3976,1581,10/27/2020,north
3977,1716,10/27/2020,south
3978,1683,10/27/2020,east
3979,1518,10/27/2020,west
3980,1746,10/28/2020,north
3981,1587,10/28/2020,south
3982,1644,10/28/2020,east
3983,1731,10/28/2020,west
3984,1770,10/29/2020,north
3985,1692,10/29/2020,south
3986,1557,10/29/2020,east
3987,1524,10/29/2020,west
3988,1773,10/30/2020,north
3989,1689,10/30/2020,south
3990,1776,10/30/2020,east
3991,1686,10/30/2020,west
3992,1581,10/31/2020,north
3993,1758,10/31/2020,south
3994,1755,10/31/2020,east
3995,1668,10/31/2020,west
3996,1665,11/1/2020,north
3997,1551,11/1/2020,south
3998,1770,11/1/2020,east
3999,1593,11/1/2020,west
4000,1734,11/2/2020,north
4001,1500,11/2/2020,south
4002,1740,11/2/2020,east
4003,1686,11/2/2020,west
4004,1551,11/3/2020,north
4005,1752,11/3/2020,south
4006,1746,11/3/2020,east
4007,1581,11/3/2020,west
4008,1773,11/4/2020,north
4009,1788,11/4/2020,south
4010,1545,11/4/2020,east
4011,1506,11/4/2020,west
4012,1644,11/5/2020,north
4013,1605,11/5/2020,south
4014,1686,11/5/2020,east
4015,1539,11/5/2020,west
4016,1725,11/6/2020,north
4017,1599,11/6/2020,south
4018,1659,11/6/2020,east
4019,1575,11/6/2020,west
4020,1653,11/7/2020,north
4021,1641,11/7/2020,south
4022,1587,11/7/2020,east
4023,1758,11/7/2020,west
4024,1785,11/8/2020,north
4025,1695,11/8/2020,south
4026,1581,11/8/2020,east
4027,1734,11/8/2020,west
4028,1788,11/9/2020,north
4029,1593,11/9/2020,south
4030,1593,11/9/2020,east
4031,1512,11/9/2020,west
4032,1638,11/10/2020,north
4033,1734,11/10/2020,south
4034,1695,11/10/2020,east
4035,1638,11/10/2020,west
4036,1695,11/11/2020,north
4037,1533,11/11/2020,south
4038,1731,11/11/2020,east
4039,1689,11/11/2020,west
4040,1713,11/12/2020,north
4041,1596,11/12/2020,south
4042,1686,11/12/2020,east
4043,1515,11/12/2020,west
4044,1581,11/13/2020,north
4045,1521,11/13/2020,south
4046,1677,11/13/2020,east
4047,1635,11/13/2020,west
4048,1749,11/14/2020,north
4049,1542,11/14/2020,south
4050,1602,11/14/2020,east
4051,1557,11/14/2020,west
4052,1686,11/15/2020,north
4053,1638,11/15/2020,south
4054,1794,11/15/2020,east
4055,1659,11/15/2020,west
4056,1773,11/16/2020,north
4057,1671,11/16/2020,south
4058,1626,11/16/2020,east
4059,1725,11/16/2020,west
4060,1686,11/17/2020,north
4061,1521,11/17/2020,south
4062,1734,11/17/2020,east
4063,1530,11/17/2020,west
4064,1698,11/18/2020,north
4065,1770,11/18/2020,south
4066,1752,11/18/2020,east
4067,1662,11/18/2020,west
4068,1566,11/19/2020,north
4069,1590,11/19/2020,south
4070,1635,11/19/2020,east
4071,1698,11/19/2020,west
4072,1683,11/20/2020,north
4073,1653,11/20/2020,south
4074,1527,11/20/2020,east
4075,1524,11/20/2020,west
4076,1593,11/21/2020,north
4077,1656,11/21/2020,south
4078,1623,11/21/2020,east
4079,1638,11/21/2020,west
4080,1596,11/22/2020,north
4081,1575,11/22/2020,south
4082,1656,11/22/2020,east
4083,1725,11/22/2020,west
4084,1767,11/23/2020,north
4085,1650,11/23/2020,south
4086,1641,11/23/2020,east
4087,1632,11/23/2020,west
4088,1602,11/24/2020,north
4089,1632,11/24/2020,south
4090,1743,11/24/2020,east
4091,1617,11/24/2020,west
4092,1725,11/25/2020,north
4093,1761,11/25/2020,south
4094,1791,11/25/2020,east
4095,1620,11/25/2020,west
4096,1770,11/26/2020,north
4097,1791,11/26/2020,south
4098,1665,11/26/2020,east
4099,1743,11/26/2020,west
4100,1632,11/27/2020,north
4101,1587,11/27/2020,south
4102,1680,11/27/2020,east
4103,1656,11/27/2020,west
4104,1746,11/28/2020,north
4105,1599,11/28/2020,south
4106,1719,11/28/2020,east
4107,1794,11/28/2020,west
4108,1758,11/29/2020,north
4109,1557,11/29/2020,south
4110,1647,11/29/2020,east
4111,1740,11/29/2020,west
4112,1635,11/30/2020,north
4113,1584,11/30/2020,south
4114,1614,11/30/2020,east
4115,1749,11/30/2020,west
4116,1587,12/1/2020,north
4117,1719,12/1/2020,south
4118,1620,12/1/2020,east
4119,1656,12/1/2020,west
4120,1554,12/2/2020,north
4121,1755,12/2/2020,south
4122,1737,12/2/2020,east
4123,1548,12/2/2020,west
4124,1572,12/3/2020,north
4125,1560,12/3/2020,south
4126,1746,12/3/2020,east
4127,1788,12/3/2020,west
4128,1638,12/4/2020,north
4129,1626,12/4/2020,south
4130,1518,12/4/2020,east
4131,1773,12/4/2020,west
4132,1707,12/5/2020,north
4133,1614,12/5/2020,south
4134,1722,12/5/2020,east
4135,1524,12/5/2020,west
4136,1560,12/6/2020,north
4137,1617,12/6/2020,south
4138,1566,12/6/2020,east
4139,1515,12/6/2020,west
4140,1509,12/7/2020,north
4141,1545,12/7/2020,south
4142,1596,12/7/2020,east
4143,1671,12/7/2020,west
4144,1686,12/8/2020,north
4145,1785,12/8/2020,south
4146,1800,12/8/2020,east
4147,1590,12/8/2020,west
4148,1788,12/9/2020,north
4149,1788,12/9/2020,south
4150,1584,12/9/2020,east
4151,1665,12/9/2020,west
4152,1620,12/10/2020,north
4153,1725,12/10/2020,south
4154,1569,12/10/2020,east
4155,1533,12/10/2020,west
4156,1503,12/11/2020,north
4157,1713,12/11/2020,south
4158,1650,12/11/2020,east
4159,1776,12/11/2020,west
4160,1629,12/12/2020,north
4161,1662,12/12/2020,south
4162,1623,12/12/2020,east
4163,1590,12/12/2020,west
4164,1650,12/13/2020,north
4165,1647,12/13/2020,south
4166,1683,12/13/2020,east
4167,1530,12/13/2020,west
4168,1746,12/14/2020,north
4169,1551,12/14/2020,south
4170,1548,12/14/2020,east
4171,1767,12/14/2020,west
4172,1785,12/15/2020,north
4173,1734,12/15/2020,south
4174,1578,12/15/2020,east
4175,1596,12/15/2020,west
4176,1779,12/16/2020,north
4177,1770,12/16/2020,south
4178,1581,12/16/2020,east
4179,1614,12/16/2020,west
4180,1506,12/17/2020,north
4181,1533,12/17/2020,south
4182,1677,12/17/2020,east
4183,1737,12/17/2020,west
4184,1635,12/18/2020,north
4185,1800,12/18/2020,south
4186,1794,12/18/2020,east
4187,1653,12/18/2020,west
4188,1719,12/19/2020,north
4189,1674,12/19/2020,south
4190,1575,12/19/2020,east
4191,1650,12/19/2020,west
4192,1707,12/20/2020,north
4193,1692,12/20/2020,south
4194,1614,12/20/2020,east
4195,1563,12/20/2020,west
4196,1575,12/21/2020,north
4197,1506,12/21/2020,south
4198,1599,12/21/2020,east
4199,1686,12/21/2020,west
4200,1518,12/22/2020,north
4201,1677,12/22/2020,south
4202,1722,12/22/2020,east
4203,1566,12/22/2020,west
4204,1677,12/23/2020,north
4205,1542,12/23/2020,south
4206,1785,12/23/2020,east
4207,1671,12/23/2020,west
4208,1725,12/24/2020,north
4209,1506,12/24/2020,south
4210,1563,12/24/2020,east
4211,1668,12/24/2020,west
4212,1782,12/25/2020,north
4213,1557,12/25/2020,south
4214,1797,12/25/2020,east
4215,1563,12/25/2020,west
4216,1554,12/26/2020,north
4217,1650,12/26/2020,south
4218,1698,12/26/2020,east
4219,1737,12/26/2020,west
4220,1770,12/27/2020,north
4221,1734,12/27/2020,south
4222,1770,12/27/2020,east
4223,1524,12/27/2020,west
4224,1725,12/28/2020,north
4225,1536,12/28/2020,south
4226,1758,12/28/2020,east
4227,1683,12/28/2020,west
4228,1518,12/29/2020,north
4229,1677,12/29/2020,south
4230,1614,12/29/2020,east
4231,1767,12/29/2020,west
4232,1524,12/30/2020,north
4233,1530,12/30/2020,south
4234,1584,12/30/2020,east
4235,1791,12/30/2020,west
4236,1740,12/31/2020,north
4237,1698,12/31/2020,south
4238,1770,12/31/2020,east
4239,1650,12/31/2020,west
4240,1536,1/1/2021,north
4241,1542,1/1/2021,south
4242,1671,1/1/2021,east
4243,1752,1/1/2021,west
4244,1794,1/2/2021,north
4245,1620,1/2/2021,south
4246,1584,1/2/2021,east
4247,1503,1/2/2021,west
4248,1758,1/3/2021,north
4249,1578,1/3/2021,south
4250,1677,1/3/2021,east
4251,1722,1/3/2021,west
4252,1590,1/4/2021,north
4253,1785,1/4/2021,south
4254,1731,1/4/2021,east
4255,1686,1/4/2021,west
4256,1536,1/5/2021,north
4257,1578,1/5/2021,south
4258,1683,1/5/2021,east
4259,1608,1/5/2021,west
4260,1743,1/6/2021,north
4261,1743,1/6/2021,south
4262,1638,1/6/2021,east
4263,1788,1/6/2021,west
4264,1716,1/7/2021,north
4265,1602,1/7/2021,south
4266,1596,1/7/2021,east
4267,1797,1/7/2021,west
4268,1662,1/8/2021,north
4269,1668,1/8/2021,south
4270,1662,1/8/2021,east
4271,1521,1/8/2021,west
4272,1563,1/9/2021,north
4273,1647,1/9/2021,south
4274,1743,1/9/2021,east
4275,1653,1/9/2021,west
4276,1731,1/10/2021,north
4277,1608,1/10/2021,south
4278,1512,1/10/2021,east
4279,1545,1/10/2021,west
4280,1740,1/11/2021,north
4281,1611,1/11/2021,south
4282,1536,1/11/2021,east
4283,1626,1/11/2021,west
4284,1614,1/12/2021,north
4285,1572,1/12/2021,south
4286,1539,1/12/2021,east
4287,1605,1/12/2021,west
4288,1545,1/13/2021,north
4289,1542,1/13/2021,south
4290,1779,1/13/2021,east
4291,1680,1/13/2021,west
4292,1701,1/14/2021,north
4293,1677,1/14/2021,south
4294,1614,1/14/2021,east
4295,1590,1/14/2021,west
4296,2025,1/15/2021,north
4297,2195,1/15/2021,south
4298,2180,1/15/2021,east
4299,2395,1/15/2021,west
4300,2110,1/16/2021,north
4301,2145,1/16/2021,south
4302,2340,1/16/2021,east
4303,2390,1/16/2021,west
4304,2475,1/17/2021,north
4305,2320,1/17/2021,south
4306,2105,1/17/2021,east
4307,2090,1/17/2021,west
4308,2050,1/18/2021,north
4309,2410,1/18/2021,south
4310,2125,1/18/2021,east
4311,2325,1/18/2021,west
4312,2335,1/19/2021,north
4313,2105,1/19/2021,south
4314,2340,1/19/2021,east
4315,2420,1/19/2021,west
4316,2415,1/20/2021,north
4317,2495,1/20/2021,south
4318,2070,1/20/2021,east
4319,2405,1/20/2021,west
4320,2090,1/21/2021,north
4321,2145,1/21/2021,south
4322,2245,1/21/2021,east
4323,2330,1/21/2021,west
4324,2460,1/22/2021,north
4325,2230,1/22/2021,south
4326,2010,1/22/2021,east
4327,2380,1/22/2021,west
4328,2025,1/23/2021,north
4329,2085,1/23/2021,south
4330,2420,1/23/2021,east
4331,2175,1/23/2021,west
4332,2015,1/24/2021,north
4333,2445,1/24/2021,south
4334,2255,1/24/2021,east
4335,2085,1/24/2021,west
4336,2210,1/25/2021,north
4337,2145,1/25/2021,south
4338,2200,1/25/2021,east
4339,2160,1/25/2021,west
4340,2050,1/26/2021,north
4341,2280,1/26/2021,south
4342,2165,1/26/2021,east
4343,2345,1/26/2021,west
4344,2000,1/27/2021,north
4345,2010,1/27/2021,south
4346,2060,1/27/2021,east
4347,2020,1/27/2021,west
4348,2140,1/28/2021,north
4349,2310,1/28/2021,south
4350,2285,1/28/2021,east
4351,2005,1/28/2021,west
4352,2295,1/29/2021,north
4353,2195,1/29/2021,south
4354,2465,1/29/2021,east
4355,2095,1/29/2021,west
4356,2400,1/30/2021,north
4357,2290,1/30/2021,south
4358,2370,1/30/2021,east
4359,2165,1/30/2021,west
4360,2430,1/31/2021,north
4361,2260,1/31/2021,south
4362,2215,1/31/2021,east
4363,2145,1/31/2021,west
4364,2350,2/1/2021,north
4365,2180,2/1/2021,south
4366,2290,2/1/2021,east
4367,2115,2/1/2021,west
4368,2315,2/2/2021,north
4369,2100,2/2/2021,south
4370,2430,2/2/2021,east
4371,2215,2/2/2021,west
4372,2000,2/3/2021,north
4373,2355,2/3/2021,south
4374,2110,2/3/2021,east
4375,2240,2/3/2021,west
4376,2380,2/4/2021,north
4377,2305,2/4/2021,south
4378,2300,2/4/2021,east
4379,2120,2/4/2021,west
4380,2185,2/5/2021,north
4381,2295,2/5/2021,south
4382,2215,2/5/2021,east
4383,2050,2/5/2021,west
4384,2225,2/6/2021,north
4385,2405,2/6/2021,south
4386,2095,2/6/2021,east
4387,2200,2/6/2021,west
4388,2070,2/7/2021,north
4389,2065,2/7/2021,south
4390,2080,2/7/2021,east
4391,2010,2/7/2021,west
4392,2395,2/8/2021,north
4393,2345,2/8/2021,south
4394,2085,2/8/2021,east
4395,2250,2/8/2021,west
4396,2045,2/9/2021,north
4397,2345,2/9/2021,south
4398,2455,2/9/2021,east
4399,2260,2/9/2021,west
4400,2130,2/10/2021,north
4401,2035,2/10/2021,south
4402,2045,2/10/2021,east
4403,2145,2/10/2021,west
4404,2320,2/11/2021,north
4405,2350,2/11/2021,south
4406,2085,2/11/2021,east
4407,2160,2/11/2021,west
4408,2375,2/12/2021,north
4409,2230,2/12/2021,south
4410,2230,2/12/2021,east
4411,2130,2/12/2021,west
4412,2425,2/13/2021,north
4413,2465,2/13/2021,south
4414,2105,2/13/2021,east
4415,2485,2/13/2021,west
4416,2340,2/14/2021,north
4417,2240,2/14/2021,south
4418,2285,2/14/2021,east
4419,2375,2/14/2021,west
4420,2110,2/15/2021,north
4421,2325,2/15/2021,south
4422,2265,2/15/2021,east
4423,2175,2/15/2021,west
4424,2295,2/16/2021,north
4425,2250,2/16/2021,south
4426,2180,2/16/2021,east
4427,2465,2/16/2021,west
4428,2380,2/17/2021,north
4429,2130,2/17/2021,south
4430,2350,2/17/2021,east
4431,2470,2/17/2021,west
4432,2005,2/18/2021,north
4433,2125,2/18/2021,south
4434,2480,2/18/2021,east
4435,2240,2/18/2021,west
4436,2125,2/19/2021,north
4437,2425,2/19/2021,south
4438,2050,2/19/2021,east
4439,2045,2/19/2021,west
4440,2260,2/20/2021,north
4441,2105,2/20/2021,south
4442,2420,2/20/2021,east
4443,2400,2/20/2021,west
4444,2345,2/21/2021,north
4445,2040,2/21/2021,south
4446,2170,2/21/2021,east
4447,2445,2/21/2021,west
4448,2145,2/22/2021,north
4449,2050,2/22/2021,south
4450,2200,2/22/2021,east
4451,2140,2/22/2021,west
4452,2490,2/23/2021,north
4453,2370,2/23/2021,south
4454,2055,2/23/2021,east
4455,2380,2/23/2021,west
4456,2330,2/24/2021,north
4457,2420,2/24/2021,south
4458,2235,2/24/2021,east
4459,2045,2/24/2021,west
4460,2205,2/25/2021,north
4461,2065,2/25/2021,south
4462,2300,2/25/2021,east
4463,2035,2/25/2021,west
4464,2455,2/26/2021,north
4465,2350,2/26/2021,south
4466,2270,2/26/2021,east
4467,2315,2/26/2021,west
4468,2000,2/27/2021,north
4469,2305,2/27/2021,south
4470,2150,2/27/2021,east
4471,2305,2/27/2021,west
4472,2145,2/28/2021,north
4473,2155,2/28/2021,south
4474,2290,2/28/2021,east
4475,2155,2/28/2021,west
4476,2360,3/1/2021,north
4477,2430,3/1/2021,south
4478,2185,3/1/2021,east
4479,2245,3/1/2021,west
4480,2370,3/2/2021,north
4481,2300,3/2/2021,south
4482,2215,3/2/2021,east
4483,2225,3/2/2021,west
4484,2405,3/3/2021,north
4485,2000,3/3/2021,south
4486,2025,3/3/2021,east
4487,2380,3/3/2021,west
4488,2390,3/4/2021,north
4489,2335,3/4/2021,south
4490,2205,3/4/2021,east
4491,2035,3/4/2021,west
4492,2080,3/5/2021,north
4493,2340,3/5/2021,south
4494,2045,3/5/2021,east
4495,2005,3/5/2021,west
4496,2075,3/6/2021,north
4497,2190,3/6/2021,south
4498,2305,3/6/2021,east
4499,2190,3/6/2021,west
4500,2220,3/7/2021,north
4501,2025,3/7/2021,south
4502,2350,3/7/2021,east
4503,2425,3/7/2021,west
4504,2170,3/8/2021,north
4505,2095,3/8/2021,south
4506,2475,3/8/2021,east
4507,2395,3/8/2021,west
4508,2380,3/9/2021,north
4509,2000,3/9/2021,south
4510,2180,3/9/2021,east
4511,2365,3/9/2021,west
4512,2380,3/10/2021,north
4513,2320,3/10/2021,south
4514,2005,3/10/2021,east
4515,2270,3/10/2021,west
4516,2005,3/11/2021,north
4517,2410,3/11/2021,south
4518,2065,3/11/2021,east
4519,2170,3/11/2021,west
4520,2175,3/12/2021,north
4521,2310,3/12/2021,south
4522,2490,3/12/2021,east
4523,2400,3/12/2021,west
4524,2065,3/13/2021,north
4525,2165,3/13/2021,south
4526,2305,3/13/2021,east
4527,2100,3/13/2021,west
4528,2245,3/14/2021,north
4529,2365,3/14/2021,south
4530,2300,3/14/2021,east
4531,2340,3/14/2021,west
4532,2330,3/15/2021,north
4533,2445,3/15/2021,south
4534,2390,3/15/2021,east
4535,2210,3/15/2021,west
4536,2365,3/16/2021,north
4537,2500,3/16/2021,south
4538,2235,3/16/2021,east
4539,2480,3/16/2021,west
4540,2065,3/17/2021,north
4541,2325,3/17/2021,south
4542,2480,3/17/2021,east
4543,2265,3/17/2021,west
4544,2440,3/18/2021,north
4545,2020,3/18/2021,south
4546,2115,3/18/2021,east
4547,2075,3/18/2021,west
4548,2035,3/19/2021,north
4549,2495,3/19/2021,south
4550,2340,3/19/2021,east
4551,2220,3/19/2021,west
4552,2380,3/20/2021,north
4553,2360,3/20/2021,south
4554,2325,3/20/2021,east
4555,2340,3/20/2021,west
4556,2300,3/21/2021,north
4557,2030,3/21/2021,south
4558,2110,3/21/2021,east
4559,2490,3/21/2021,west
4560,2420,3/22/2021,north
4561,2030,3/22/2021,south
4562,2450,3/22/2021,east
4563,2315,3/22/2021,west
4564,2470,3/23/2021,north
4565,2240,3/23/2021,south
4566,2155,3/23/2021,east
4567,2005,3/23/2021,west
4568,2005,3/24/2021,north
4569,2075,3/24/2021,south
4570,2080,3/24/2021,east
4571,2395,3/24/2021,west
4572,2435,3/25/2021,north
4573,2055,3/25/2021,south
4574,2130,3/25/2021,east
4575,2365,3/25/2021,west
4576,2320,3/26/2021,north
4577,2325,3/26/2021,south
4578,2210,3/26/2021,east
4579,2225,3/26/2021,west
4580,2465,3/27/2021,north
4581,2175,3/27/2021,south
4582,2145,3/27/2021,east
4583,2085,3/27/2021,west
4584,2310,3/28/2021,north
4585,2070,3/28/2021,south
4586,2355,3/28/2021,east
4587,2410,3/28/2021,west
4588,2475,3/29/2021,north
4589,2005,3/29/2021,south
4590,2025,3/29/2021,east
4591,2265,3/29/2021,west
4592,2090,3/30/2021,north
4593,2390,3/30/2021,south
4594,2410,3/30/2021,east
4595,2035,3/30/2021,west
4596,2475,3/31/2021,north
4597,2135,3/31/2021,south
4598,2440,3/31/2021,east
4599,2105,3/31/2021,west
4600,2405,4/1/2021,north
4601,2000,4/1/2021,south
4602,2480,4/1/2021,east
4603,2495,4/1/2021,west
4604,2260,4/2/2021,north
4605,2100,4/2/2021,south
4606,2480,4/2/2021,east
4607,2325,4/2/2021,west
4608,2345,4/3/2021,north
4609,2005,4/3/2021,south
4610,2175,4/3/2021,east
4611,2330,4/3/2021,west
4612,2480,4/4/2021,north
4613,2455,4/4/2021,south
4614,2165,4/4/2021,east
4615,2355,4/4/2021,west
4616,2270,4/5/2021,north
4617,2415,4/5/2021,south
4618,2150,4/5/2021,east
4619,2215,4/5/2021,west
4620,2440,4/6/2021,north
4621,2435,4/6/2021,south
4622,2255,4/6/2021,east
4623,2260,4/6/2021,west
4624,2020,4/7/2021,north
4625,2125,4/7/2021,south
4626,2120,4/7/2021,east
4627,2070,4/7/2021,west
4628,2135,4/8/2021,north
4629,2050,4/8/2021,south
4630,2400,4/8/2021,east
4631,2040,4/8/2021,west
4632,2265,4/9/2021,north
4633,2340,4/9/2021,south
4634,2245,4/9/2021,east
4635,2450,4/9/2021,west
4636,2385,4/10/2021,north
4637,2255,4/10/2021,south
4638,2065,4/10/2021,east
4639,2295,4/10/2021,west
4640,2415,4/11/2021,north
4641,2355,4/11/2021,south
4642,2425,4/11/2021,east
4643,2150,4/11/2021,west
4644,2285,4/12/2021,north
4645,2315,4/12/2021,south
4646,2080,4/12/2021,east
4647,2305,4/12/2021,west
4648,2115,4/13/2021,north
4649,2380,4/13/2021,south
4650,2195,4/13/2021,east
4651,2325,4/13/2021,west
4652,2045,4/14/2021,north
4653,2370,4/14/2021,south
4654,2485,4/14/2021,east
4655,2085,4/14/2021,west
4656,2185,4/15/2021,north
4657,2275,4/15/2021,south
4658,2050,4/15/2021,east
4659,2320,4/15/2021,west
4660,2335,4/16/2021,north
4661,2415,4/16/2021,south
4662,2115,4/16/2021,east
4663,2380,4/16/2021,west
4664,2375,4/17/2021,north
4665,2250,4/17/2021,south
4666,2415,4/17/2021,east
4667,2395,4/17/2021,west
4668,2005,4/18/2021,north
4669,2215,4/18/2021,south
4670,2405,4/18/2021,east
4671,2265,4/18/2021,west
4672,2160,4/19/2021,north
4673,2115,4/19/2021,south
4674,2175,4/19/2021,east
4675,2420,4/19/2021,west
4676,2290,4/20/2021,north
4677,2115,4/20/2021,south
4678,2110,4/20/2021,east
4679,2395,4/20/2021,west
4680,2400,4/21/2021,north
4681,2195,4/21/2021,south
4682,2095,4/21/2021,east
4683,2330,4/21/2021,west
4684,2235,4/22/2021,north
4685,2195,4/22/2021,south
4686,2480,4/22/2021,east
4687,2270,4/22/2021,west
4688,2280,4/23/2021,north
4689,2065,4/23/2021,south
4690,2065,4/23/2021,east
4691,2260,4/23/2021,west
4692,2440,4/24/2021,north
4693,2130,4/24/2021,south
4694,2345,4/24/2021,east
4695,2020,4/24/2021,west
4696,2275,4/25/2021,north
4697,2375,4/25/2021,south
4698,2340,4/25/2021,east
4699,2300,4/25/2021,west
4700,2260,4/26/2021,north
4701,2295,4/26/2021,south
4702,2295,4/26/2021,east
4703,2115,4/26/2021,west
4704,2095,4/27/2021,north
4705,2010,4/27/2021,south
4706,2245,4/27/2021,east
4707,2245,4/27/2021,west
4708,2385,4/28/2021,north
4709,2230,4/28/2021,south
4710,2285,4/28/2021,east
4711,2115,4/28/2021,west
4712,2150,4/29/2021,north
4713,2065,4/29/2021,south
4714,2110,4/29/2021,east
4715,2175,4/29/2021,west
4716,2320,4/30/2021,north
4717,2435,4/30/2021,south
4718,2050,4/30/2021,east
4719,2165,4/30/2021,west
4720,2460,5/1/2021,north
4721,2165,5/1/2021,south
4722,2110,5/1/2021,east
4723,2320,5/1/2021,west
4724,2305,5/2/2021,north
4725,2145,5/2/2021,south
